0.314159, 0.314159

0.299239, 0.313922

0.257233, 0.310463

0.195725, 0.296418

0.125182, 0.262414

0.0560733, 0.201101

-0.00381292, 0.110719

-0.0513094, -0.00293143

-0.0886188, -0.126462

-0.12149, -0.24209

-0.15504, -0.333621

-0.190705, -0.391025

-0.226138, -0.411313

-0.25636, -0.397571

-0.274833, -0.357599

-0.274759, -0.301888

-0.251059, -0.240669

-0.202386, -0.181044

-0.132225, -0.125271

-0.0486746, -0.0706396

0.0372486, -0.0113314

0.1145, 0.0579791

0.174891, 0.138606

0.214797, 0.226189

0.235285, 0.311207

0.240641, 0.381391

0.235974, 0.425202

0.225395, 0.434609

0.211401, 0.406312

0.194622, 0.34222

0.173292, 0.249912

0.143126, 0.142259

0.0990938, 0.0345851

0.0386969, -0.0600772

-0.035721, -0.134626

-0.116863, -0.188908

-0.194072, -0.228366

-0.256087, -0.260673

-0.294118, -0.291663

-0.303949, -0.322638

-0.286611, -0.349689

-0.247793, -0.364587

-0.196072, -0.357238

-0.14049, -0.319174

-0.0883675, -0.246694

-0.0435674, -0.142933

-0.00512715, -0.0188983

0.0323085, 0.107978

0.0748108, 0.219256

0.124833, 0.301705

0.179847, 0.349895

0.233408, 0.365655

0.276823, 0.356279

0.301156, 0.331717

0.299654, 0.301061

0.269793, 0.269673

0.214225, 0.237843

0.140503, 0.200962

0.0594068, 0.151587

-0.0179445, 0.0832567

-0.0830561, -0.00573784

-0.132032, -0.110375

-0.166025, -0.219192

-0.189577, -0.31717

-0.20741, -0.390394

-0.222062, -0.429646

-0.233563, -0.431375

-0.239982, -0.397334

-0.237731, -0.334135

-0.221955, -0.252385

-0.187953, -0.164403

-0.133525, -0.080809

-0.0608306, -0.00766066

0.0232531, 0.0546485

0.108372, 0.110405

0.183283, 0.165543

0.23885, 0.223894

0.270143, 0.284743

0.277075, 0.342413

0.263696, 0.387502

0.236411, 0.409441

0.201932, 0.399495

0.165779, 0.353074

0.131213, 0.271237

0.0980661, 0.161812

0.0622621, 0.0393024

0.0179401, -0.0785393

-0.0383782, -0.176672

-0.105104, -0.246978

-0.175719, -0.289031

-0.240438, -0.308645

-0.288658, -0.314791

-0.311828, -0.31559

-0.30573, -0.315207

-0.271458, -0.312579

-0.215182, -0.301718

-0.146621, -0.273722

-0.0763922, -0.220458

-0.0132121, -0.138376

0.0382562, -0.0309571

0.0785879, 0.0906206

0.112666, 0.209586

0.146027, 0.308935

0.181212, 0.376744

0.216876, 0.408046

0.248758, 0.404194

0.270789, 0.371606

0.276244, 0.320016

0.25948, 0.259831

0.217988, 0.199178

0.153795, 0.141831

0.0736473, 0.0865969

-0.0122184, 0.0285173

-0.092633, -0.0380101

-0.158458, -0.115568

-0.20467, -0.201477

-0.230957, -0.28769

-0.240719, -0.362647

-0.238886, -0.414503

-0.229857, -0.434185

-0.216581, -0.417016

-0.200299, -0.363307

-0.180086, -0.278828

-0.152477, -0.174846

-0.112544, -0.0661574

-0.0568573, 0.0332411

0.0137459, 0.114323

0.0934055, 0.174826

0.172369, 0.218597

0.239414, 0.25282

0.284892, 0.284031

0.303175, 0.314941

0.293726, 0.343203

0.260878, 0.361853

0.212439, 0.36125

0.157414, 0.332307

0.103726, 0.269803

0.0563903, 0.174748

0.0159917, 0.0557496

-0.0216155, -0.0714742

-0.0625889, -0.188351

-0.110599, -0.279861

-0.164498, -0.338315

-0.218878, -0.363505

-0.265637, -0.361204

-0.295836, -0.340705

-0.302002, -0.311472

-0.280328, -0.280024

-0.231942, -0.248167

-0.162988, -0.212725

-0.0833999, -0.166982

-0.00434067, -0.104029

0.0648128, -0.020667

0.118755, 0.0800502

0.15718, 0.188449

0.183775, 0.290331

0.203341, 0.371257

0.219034, 0.420627

0.231516, 0.433334

0.239392, 0.409623

0.239612, 0.354639

0.227743, 0.277785

0.199002, 0.190958

0.150368, 0.105421

0.0826685, 0.0286872

0.00140718, -0.0371244

-0.084011, -0.0949548

-0.162481, -0.150374

-0.22414, -0.207937

-0.262775, -0.268284

-0.276875, -0.32717

-0.269308, -0.376239

-0.245847, -0.405191

-0.213149, -0.40469

-0.177109, -0.368895

-0.141725, -0.297134

-0.107974, -0.195127

-0.0729733, -0.0754256

-0.0311901, 0.0448665

0.0217794, 0.14957

0.0858523, 0.228432

0.155856, 0.278821

0.222852, 0.304824

0.276353, 0.314652

0.307097, 0.316829

0.309553, 0.316729

0.283266, 0.314818

0.232955, 0.306517

0.167395, 0.283665

0.0970729, 0.237733

0.0313698, 0.163716

-0.0237754, 0.0629983

-0.0673713, -0.0554481

-0.103189, -0.176234

-0.136823, -0.282059

-0.171745, -0.359392

-0.20761, -0.401355

-0.240887, -0.407589

-0.265993, -0.383091

-0.276378, -0.336679

-0.266043, -0.278632

-0.231531, -0.217798

-0.173548, -0.159245

-0.0974994, -0.103228

-0.0126898, -0.0458204

0.0698604, 0.0185105

0.140329, 0.0932943

0.192469, 0.177347

0.224626, 0.264084

0.2392, 0.342837

0.240746, 0.401732

0.233808, 0.430881

0.221694, 0.424387

0.206132, 0.381128

0.18691, 0.305205

0.161384, 0.206223

0.124993, 0.0980703

0.0737143, -0.00478518

0.00707219, -0.0917161

-0.0704956, -0.158461

-0.150274, -0.207144

-0.221339, -0.244119

-0.273463, -0.276252

-0.299799, -0.307407

